brand,car_model,battery_type,fast_charge_port,drivetrain,car_body_type,manufacturing_country,segment,feature,value,value_numeric,is_numeric,feature_type
Dongfeng,Box 42.3 kWh,Lithium-ion,CCS,FWD,Hatchback,China,B - Compact,efficiency,5.4,5.4,True,other
Elaris,BEO 86 kWh,Lithium-ion,CCS,FWD,SUV,Germany,JD - Large,top_speed_kmh,150.0,150.0,True,performance
Elaris,BEO 86 kWh,Lithium-ion,CCS,FWD,SUV,Germany,JD - Large,battery_capacity_kWh,81.0,81.0,True,other
Elaris,BEO 86 kWh,Lithium-ion,CCS,FWD,SUV,Germany,JD - Large,number_of_cells,216.0,216.0,True,other
Elaris,BEO 86 kWh,Lithium-ion,CCS,FWD,SUV,Germany,JD - Large,torque_nm,320.0,320.0,True,performance
Elaris,BEO 86 kWh,Lithium-ion,CCS,FWD,SUV,Germany,JD - Large,efficiency_wh_per_km,203.0,203.0,True,other
Elaris,BEO 86 kWh,Lithium-ion,CCS,FWD,SUV,Germany,JD - Large,range_km,390.0,390.0,True,performance
Elaris,BEO 86 kWh,Lithium-ion,CCS,FWD,SUV,Germany,JD - Large,acceleration_0_100_s,9.5,9.5,True,performance
Elaris,BEO 86 kWh,Lithium-ion,CCS,FWD,SUV,Germany,JD - Large,fast_charging_power_kw_dc,65.0,65.0,True,other
Elaris,BEO 86 kWh,Lithium-ion,CCS,FWD,SUV,Germany,JD - Large,towing_capacity_kg,1500.0,1500.0,True,other
Elaris,BEO 86 kWh,Lithium-ion,CCS,FWD,SUV,Germany,JD - Large,cargo_volume_l,467.0,467.0,True,dimension
Elaris,BEO 86 kWh,Lithium-ion,CCS,FWD,SUV,Germany,JD - Large,seats,5.0,5.0,True,other
Elaris,BEO 86 kWh,Lithium-ion,CCS,FWD,SUV,Germany,JD - Large,length_mm,4698.0,4698.0,True,dimension
Elaris,BEO 86 kWh,Lithium-ion,CCS,FWD,SUV,Germany,JD - Large,width_mm,1908.0,1908.0,True,dimension
Elaris,BEO 86 kWh,Lithium-ion,CCS,FWD,SUV,Germany,JD - Large,height_mm,1696.0,1696.0,True,dimension
Elaris,BEO 86 kWh,Lithium-ion,CCS,FWD,SUV,Germany,JD - Large,torque_nm_mapped,236.01984,236.01984,True,other
Elaris,BEO 86 kWh,Lithium-ion,CCS,FWD,SUV,Germany,JD - Large,power_to_weight_ratio,0.203125,0.203125,True,performance
Elaris,BEO 86 kWh,Lithium-ion,CCS,FWD,SUV,Germany,JD - Large,efficiency,2.6666666666666665,2.6666666666666665,True,other
Fiat,500e 3+1 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,top_speed_kmh,135.0,135.0,True,performance
Fiat,500e 3+1 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,battery_capacity_kWh,21.3,21.3,True,other
Fiat,500e 3+1 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,number_of_cells,108.0,108.0,True,other
Fiat,500e 3+1 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,torque_nm,220.0,220.0,True,performance
Fiat,500e 3+1 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,efficiency_wh_per_km,112.0,112.0,True,other
Fiat,500e 3+1 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,range_km,135.0,135.0,True,performance
Fiat,500e 3+1 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,acceleration_0_100_s,9.0,9.0,True,performance
Fiat,500e 3+1 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,fast_charging_power_kw_dc,40.0,40.0,True,other
Fiat,500e 3+1 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,towing_capacity_kg,550.0,550.0,True,other
Fiat,500e 3+1 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,cargo_volume_l,185.0,185.0,True,dimension
Fiat,500e 3+1 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,seats,4.0,4.0,True,other
Fiat,500e 3+1 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,length_mm,3631.0,3631.0,True,dimension
Fiat,500e 3+1 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,width_mm,1683.0,1683.0,True,dimension
Fiat,500e 3+1 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,height_mm,1529.0,1529.0,True,dimension
Fiat,500e 3+1 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,torque_nm_mapped,162.26364,162.26364,True,other
Fiat,500e 3+1 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,power_to_weight_ratio,0.1818181818181818,0.1818181818181818,True,performance
Fiat,500e 3+1 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,efficiency,5.070422535211267,5.070422535211267,True,other
Fiat,500e 3+1 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,top_speed_kmh,150.0,150.0,True,performance
Fiat,500e 3+1 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,battery_capacity_kWh,37.3,37.3,True,other
Fiat,500e 3+1 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,number_of_cells,192.0,192.0,True,other
Fiat,500e 3+1 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,torque_nm,220.0,220.0,True,performance
Fiat,500e 3+1 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,efficiency_wh_per_km,122.0,122.0,True,other
Fiat,500e 3+1 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,range_km,235.0,235.0,True,performance
Fiat,500e 3+1 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,acceleration_0_100_s,9.0,9.0,True,performance
Fiat,500e 3+1 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,fast_charging_power_kw_dc,67.0,67.0,True,other
Fiat,500e 3+1 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,towing_capacity_kg,550.0,550.0,True,other
Fiat,500e 3+1 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,cargo_volume_l,185.0,185.0,True,dimension
Fiat,500e 3+1 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,seats,4.0,4.0,True,other
Fiat,500e 3+1 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,length_mm,3631.0,3631.0,True,dimension
Fiat,500e 3+1 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,width_mm,1683.0,1683.0,True,dimension
Fiat,500e 3+1 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,height_mm,1529.0,1529.0,True,dimension
Fiat,500e 3+1 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,torque_nm_mapped,162.26364,162.26364,True,other
Fiat,500e 3+1 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,power_to_weight_ratio,0.3045454545454545,0.3045454545454545,True,performance
Fiat,500e 3+1 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,efficiency,5.14745308310992,5.14745308310992,True,other
Fiat,500e Cabrio 24 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,top_speed_kmh,135.0,135.0,True,performance
Fiat,500e Cabrio 24 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,battery_capacity_kWh,21.3,21.3,True,other
Fiat,500e Cabrio 24 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,number_of_cells,108.0,108.0,True,other
Fiat,500e Cabrio 24 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,torque_nm,220.0,220.0,True,performance
Fiat,500e Cabrio 24 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,efficiency_wh_per_km,112.0,112.0,True,other
Fiat,500e Cabrio 24 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,range_km,135.0,135.0,True,performance
Fiat,500e Cabrio 24 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,acceleration_0_100_s,9.0,9.0,True,performance
Fiat,500e Cabrio 24 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,fast_charging_power_kw_dc,40.0,40.0,True,other
Fiat,500e Cabrio 24 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,towing_capacity_kg,550.0,550.0,True,other
Fiat,500e Cabrio 24 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,cargo_volume_l,185.0,185.0,True,dimension
Fiat,500e Cabrio 24 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,seats,4.0,4.0,True,other
Fiat,500e Cabrio 24 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,length_mm,3631.0,3631.0,True,dimension
Fiat,500e Cabrio 24 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,width_mm,1683.0,1683.0,True,dimension
Fiat,500e Cabrio 24 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,height_mm,1529.0,1529.0,True,dimension
Fiat,500e Cabrio 24 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,torque_nm_mapped,162.26364,162.26364,True,other
Fiat,500e Cabrio 24 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,power_to_weight_ratio,0.1818181818181818,0.1818181818181818,True,performance
Fiat,500e Cabrio 24 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,efficiency,5.070422535211267,5.070422535211267,True,other
Fiat,500e Cabrio 42 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,top_speed_kmh,150.0,150.0,True,performance
Fiat,500e Cabrio 42 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,battery_capacity_kWh,37.3,37.3,True,other
Fiat,500e Cabrio 42 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,number_of_cells,192.0,192.0,True,other
Fiat,500e Cabrio 42 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,torque_nm,220.0,220.0,True,performance
Fiat,500e Cabrio 42 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,efficiency_wh_per_km,125.0,125.0,True,other
Fiat,500e Cabrio 42 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,range_km,230.0,230.0,True,performance
Fiat,500e Cabrio 42 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,acceleration_0_100_s,9.0,9.0,True,performance
Fiat,500e Cabrio 42 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,fast_charging_power_kw_dc,67.0,67.0,True,other
Fiat,500e Cabrio 42 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,towing_capacity_kg,550.0,550.0,True,other
Fiat,500e Cabrio 42 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,cargo_volume_l,185.0,185.0,True,dimension
Fiat,500e Cabrio 42 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,seats,4.0,4.0,True,other
Fiat,500e Cabrio 42 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,length_mm,3631.0,3631.0,True,dimension
Fiat,500e Cabrio 42 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,width_mm,1683.0,1683.0,True,dimension
Fiat,500e Cabrio 42 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,height_mm,1529.0,1529.0,True,dimension
Fiat,500e Cabrio 42 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,torque_nm_mapped,162.26364,162.26364,True,other
Fiat,500e Cabrio 42 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,power_to_weight_ratio,0.3045454545454545,0.3045454545454545,True,performance
Fiat,500e Cabrio 42 kWh,Lithium-ion,CCS,FWD,Cabriolet,Italy,B - Compact,efficiency,5.14745308310992,5.14745308310992,True,other
Fiat,500e Hatchback 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,top_speed_kmh,135.0,135.0,True,performance
Fiat,500e Hatchback 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,battery_capacity_kWh,21.3,21.3,True,other
Fiat,500e Hatchback 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,number_of_cells,108.0,108.0,True,other
Fiat,500e Hatchback 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,torque_nm,220.0,220.0,True,performance
Fiat,500e Hatchback 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,efficiency_wh_per_km,112.0,112.0,True,other
Fiat,500e Hatchback 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,range_km,135.0,135.0,True,performance
Fiat,500e Hatchback 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,acceleration_0_100_s,9.0,9.0,True,performance
Fiat,500e Hatchback 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,fast_charging_power_kw_dc,40.0,40.0,True,other
Fiat,500e Hatchback 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,towing_capacity_kg,550.0,550.0,True,other
Fiat,500e Hatchback 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,cargo_volume_l,185.0,185.0,True,dimension
Fiat,500e Hatchback 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,seats,4.0,4.0,True,other
Fiat,500e Hatchback 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,length_mm,3631.0,3631.0,True,dimension
Fiat,500e Hatchback 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,width_mm,1683.0,1683.0,True,dimension
Fiat,500e Hatchback 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,height_mm,1529.0,1529.0,True,dimension
Fiat,500e Hatchback 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,torque_nm_mapped,162.26364,162.26364,True,other
Fiat,500e Hatchback 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,power_to_weight_ratio,0.1818181818181818,0.1818181818181818,True,performance
Fiat,500e Hatchback 24 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,efficiency,5.070422535211267,5.070422535211267,True,other
Fiat,500e Hatchback 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,top_speed_kmh,150.0,150.0,True,performance
Fiat,500e Hatchback 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,battery_capacity_kWh,37.3,37.3,True,other
Fiat,500e Hatchback 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,number_of_cells,192.0,192.0,True,other
Fiat,500e Hatchback 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,torque_nm,220.0,220.0,True,performance
Fiat,500e Hatchback 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,efficiency_wh_per_km,118.0,118.0,True,other
Fiat,500e Hatchback 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,range_km,235.0,235.0,True,performance
Fiat,500e Hatchback 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,acceleration_0_100_s,9.0,9.0,True,performance
Fiat,500e Hatchback 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,fast_charging_power_kw_dc,67.0,67.0,True,other
Fiat,500e Hatchback 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,towing_capacity_kg,550.0,550.0,True,other
Fiat,500e Hatchback 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,cargo_volume_l,185.0,185.0,True,dimension
Fiat,500e Hatchback 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,seats,4.0,4.0,True,other
Fiat,500e Hatchback 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,length_mm,3631.0,3631.0,True,dimension
Fiat,500e Hatchback 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,width_mm,1683.0,1683.0,True,dimension
Fiat,500e Hatchback 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,height_mm,1529.0,1529.0,True,dimension
Fiat,500e Hatchback 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,torque_nm_mapped,162.26364,162.26364,True,other
Fiat,500e Hatchback 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,power_to_weight_ratio,0.3045454545454545,0.3045454545454545,True,performance
Fiat,500e Hatchback 42 kWh,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,efficiency,5.14745308310992,5.14745308310992,True,other
Fiat,600e,Lithium-ion,CCS,FWD,SUV,Italy,JB - Compact,top_speed_kmh,150.0,150.0,True,performance
Fiat,600e,Lithium-ion,CCS,FWD,SUV,Italy,JB - Compact,battery_capacity_kWh,50.8,50.8,True,other
Fiat,600e,Lithium-ion,CCS,FWD,SUV,Italy,JB - Compact,number_of_cells,102.0,102.0,True,other
Fiat,600e,Lithium-ion,CCS,FWD,SUV,Italy,JB - Compact,torque_nm,260.0,260.0,True,performance
Fiat,600e,Lithium-ion,CCS,FWD,SUV,Italy,JB - Compact,efficiency_wh_per_km,124.0,124.0,True,other
Fiat,600e,Lithium-ion,CCS,FWD,SUV,Italy,JB - Compact,range_km,310.0,310.0,True,performance
Fiat,600e,Lithium-ion,CCS,FWD,SUV,Italy,JB - Compact,acceleration_0_100_s,9.0,9.0,True,performance
Fiat,600e,Lithium-ion,CCS,FWD,SUV,Italy,JB - Compact,fast_charging_power_kw_dc,79.0,79.0,True,other
Fiat,600e,Lithium-ion,CCS,FWD,SUV,Italy,JB - Compact,towing_capacity_kg,550.0,550.0,True,other
Fiat,600e,Lithium-ion,CCS,FWD,SUV,Italy,JB - Compact,cargo_volume_l,360.0,360.0,True,dimension
Fiat,600e,Lithium-ion,CCS,FWD,SUV,Italy,JB - Compact,seats,5.0,5.0,True,other
Fiat,600e,Lithium-ion,CCS,FWD,SUV,Italy,JB - Compact,length_mm,4171.0,4171.0,True,dimension
Fiat,600e,Lithium-ion,CCS,FWD,SUV,Italy,JB - Compact,width_mm,1781.0,1781.0,True,dimension
Fiat,600e,Lithium-ion,CCS,FWD,SUV,Italy,JB - Compact,height_mm,1523.0,1523.0,True,dimension
Fiat,600e,Lithium-ion,CCS,FWD,SUV,Italy,JB - Compact,torque_nm_mapped,191.76612,191.76612,True,other
Fiat,600e,Lithium-ion,CCS,FWD,SUV,Italy,JB - Compact,power_to_weight_ratio,0.3038461538461538,0.3038461538461538,True,performance
Fiat,600e,Lithium-ion,CCS,FWD,SUV,Italy,JB - Compact,efficiency,2.0078740157480315,2.0078740157480315,True,other
Fiat,Grande Panda,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,top_speed_kmh,132.0,132.0,True,performance
Fiat,Grande Panda,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,battery_capacity_kWh,43.8,43.8,True,other
Fiat,Grande Panda,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,number_of_cells,108.0,108.0,True,other
Fiat,Grande Panda,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,torque_nm,122.0,122.0,True,performance
Fiat,Grande Panda,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,efficiency_wh_per_km,136.0,136.0,True,other
Fiat,Grande Panda,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,range_km,260.0,260.0,True,performance
Fiat,Grande Panda,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,acceleration_0_100_s,11.0,11.0,True,performance
Fiat,Grande Panda,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,fast_charging_power_kw_dc,60.0,60.0,True,other
Fiat,Grande Panda,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,towing_capacity_kg,550.0,550.0,True,other
Fiat,Grande Panda,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,cargo_volume_l,361.0,361.0,True,dimension
Fiat,Grande Panda,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,seats,5.0,5.0,True,other
Fiat,Grande Panda,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,length_mm,3999.0,3999.0,True,dimension
Fiat,Grande Panda,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,width_mm,1763.0,1763.0,True,dimension
Fiat,Grande Panda,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,height_mm,1570.0,1570.0,True,dimension
Fiat,Grande Panda,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,torque_nm_mapped,89.98256400000001,89.98256400000001,True,other
Fiat,Grande Panda,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,power_to_weight_ratio,0.4918032786885246,0.4918032786885246,True,performance
Fiat,Grande Panda,Lithium-ion,CCS,FWD,Hatchback,Italy,B - Compact,efficiency,2.4657534246575343,2.4657534246575343,True,other
Firefly,Subcompact car (B),Lithium-ion,CCS,RWD,Hatchback,China,B - Compact,top_speed_kmh,150.0,150.0,True,performance
Firefly,Subcompact car (B),Lithium-ion,CCS,RWD,Hatchback,China,B - Compact,battery_capacity_kWh,41.2,41.2,True,other
Firefly,Subcompact car (B),Lithium-ion,CCS,RWD,Hatchback,China,B - Compact,number_of_cells,112.0,112.0,True,other
Firefly,Subcompact car (B),Lithium-ion,CCS,RWD,Hatchback,China,B - Compact,torque_nm,200.0,200.0,True,performance
Firefly,Subcompact car (B),Lithium-ion,CCS,RWD,Hatchback,China,B - Compact,efficiency_wh_per_km,125.0,125.0,True,other
Firefly,Subcompact car (B),Lithium-ion,CCS,RWD,Hatchback,China,B - Compact,range_km,250.0,250.0,True,performance
Firefly,Subcompact car (B),Lithium-ion,CCS,RWD,Hatchback,China,B - Compact,acceleration_0_100_s,8.1,8.1,True,performance
Firefly,Subcompact car (B),Lithium-ion,CCS,RWD,Hatchback,China,B - Compact,fast_charging_power_kw_dc,65.0,65.0,True,other
Firefly,Subcompact car (B),Lithium-ion,CCS,RWD,Hatchback,China,B - Compact,towing_capacity_kg,1500.0,1500.0,True,other
Firefly,Subcompact car (B),Lithium-ion,CCS,RWD,Hatchback,China,B - Compact,cargo_volume_l,404.0,404.0,True,dimension
Firefly,Subcompact car (B),Lithium-ion,CCS,RWD,Hatchback,China,B - Compact,seats,5.0,5.0,True,other
Firefly,Subcompact car (B),Lithium-ion,CCS,RWD,Hatchback,China,B - Compact,length_mm,4003.0,4003.0,True,dimension
Firefly,Subcompact car (B),Lithium-ion,CCS,RWD,Hatchback,China,B - Compact,width_mm,1885.0,1885.0,True,dimension
Firefly,Subcompact car (B),Lithium-ion,CCS,RWD,Hatchback,China,B - Compact,height_mm,1557.0,1557.0,True,dimension
Firefly,Subcompact car (B),Lithium-ion,CCS,RWD,Hatchback,China,B - Compact,torque_nm_mapped,147.5124,147.5124,True,other
Firefly,Subcompact car (B),Lithium-ion,CCS,RWD,Hatchback,China,B - Compact,power_to_weight_ratio,0.325,0.325,True,performance
Firefly,Subcompact car (B),Lithium-ion,CCS,RWD,Hatchback,China,B - Compact,efficiency,2.7184466019417477,2.7184466019417477,True,other
Ford,Capri Extended Range AWD,Lithium-ion,CCS,AWD,Liftback Sedan,USA,D - Large,top_speed_kmh,180.0,180.0,True,performance
Ford,Capri Extended Range AWD,Lithium-ion,CCS,AWD,Liftback Sedan,USA,D - Large,battery_capacity_kWh,79.0,79.0,True,other
Ford,Capri Extended Range AWD,Lithium-ion,CCS,AWD,Liftback Sedan,USA,D - Large,number_of_cells,288.0,288.0,True,other
Ford,Capri Extended Range AWD,Lithium-ion,CCS,AWD,Liftback Sedan,USA,D - Large,torque_nm,679.0,679.0,True,performance
Ford,Capri Extended Range AWD,Lithium-ion,CCS,AWD,Liftback Sedan,USA,D - Large,efficiency_wh_per_km,148.0,148.0,True,other
Ford,Capri Extended Range AWD,Lithium-ion,CCS,AWD,Liftback Sedan,USA,D - Large,range_km,455.0,455.0,True,performance
Ford,Capri Extended Range AWD,Lithium-ion,CCS,AWD,Liftback Sedan,USA,D - Large,acceleration_0_100_s,5.3,5.3,True,performance
Ford,Capri Extended Range AWD,Lithium-ion,CCS,AWD,Liftback Sedan,USA,D - Large,fast_charging_power_kw_dc,135.0,135.0,True,other
Ford,Capri Extended Range AWD,Lithium-ion,CCS,AWD,Liftback Sedan,USA,D - Large,towing_capacity_kg,1200.0,1200.0,True,other
Ford,Capri Extended Range AWD,Lithium-ion,CCS,AWD,Liftback Sedan,USA,D - Large,cargo_volume_l,572.0,572.0,True,dimension
Ford,Capri Extended Range AWD,Lithium-ion,CCS,AWD,Liftback Sedan,USA,D - Large,seats,5.0,5.0,True,other
Ford,Capri Extended Range AWD,Lithium-ion,CCS,AWD,Liftback Sedan,USA,D - Large,length_mm,4643.0,4643.0,True,dimension
Ford,Capri Extended Range AWD,Lithium-ion,CCS,AWD,Liftback Sedan,USA,D - Large,width_mm,1872.0,1872.0,True,dimension
Ford,Capri Extended Range AWD,Lithium-ion,CCS,AWD,Liftback Sedan,USA,D - Large,height_mm,1626.0,1626.0,True,dimension
Ford,Capri Extended Range AWD,Lithium-ion,CCS,AWD,Liftback Sedan,USA,D - Large,torque_nm_mapped,500.80459800000006,500.80459800000006,True,other
Ford,Capri Extended Range AWD,Lithium-ion,CCS,AWD,Liftback Sedan,USA,D - Large,power_to_weight_ratio,0.198821796759941,0.198821796759941,True,performance
Ford,Capri Extended Range AWD,Lithium-ion,CCS,AWD,Liftback Sedan,USA,D - Large,efficiency,3.645569620253165,3.645569620253165,True,other
Ford,Capri Extended Range RWD,Lithium-ion,CCS,RWD,Liftback Sedan,USA,D - Large,top_speed_kmh,180.0,180.0,True,performance
Ford,Capri Extended Range RWD,Lithium-ion,CCS,RWD,Liftback Sedan,USA,D - Large,battery_capacity_kWh,77.0,77.0,True,other
Ford,Capri Extended Range RWD,Lithium-ion,CCS,RWD,Liftback Sedan,USA,D - Large,number_of_cells,288.0,288.0,True,other
Ford,Capri Extended Range RWD,Lithium-ion,CCS,RWD,Liftback Sedan,USA,D - Large,torque_nm,545.0,545.0,True,performance
Ford,Capri Extended Range RWD,Lithium-ion,CCS,RWD,Liftback Sedan,USA,D - Large,efficiency_wh_per_km,135.0,135.0,True,other
Ford,Capri Extended Range RWD,Lithium-ion,CCS,RWD,Liftback Sedan,USA,D - Large,range_km,455.0,455.0,True,performance
Ford,Capri Extended Range RWD,Lithium-ion,CCS,RWD,Liftback Sedan,USA,D - Large,acceleration_0_100_s,6.4,6.4,True,performance
Ford,Capri Extended Range RWD,Lithium-ion,CCS,RWD,Liftback Sedan,USA,D - Large,fast_charging_power_kw_dc,120.0,120.0,True,other
Ford,Capri Extended Range RWD,Lithium-ion,CCS,RWD,Liftback Sedan,USA,D - Large,towing_capacity_kg,1000.0,1000.0,True,other
Ford,Capri Extended Range RWD,Lithium-ion,CCS,RWD,Liftback Sedan,USA,D - Large,cargo_volume_l,572.0,572.0,True,dimension
