brand,car_model,battery_type,fast_charge_port,drivetrain,car_body_type,manufacturing_country,segment,feature,value,value_numeric,is_numeric,feature_type
Lexus,UX 300e,Lithium-ion,CCS,FWD,SUV,Japan,JC - Medium,range_km,340.0,340.0,True,performance
Lexus,UX 300e,Lithium-ion,CCS,FWD,SUV,Japan,JC - Medium,acceleration_0_100_s,7.5,7.5,True,performance
Lexus,UX 300e,Lithium-ion,CCS,FWD,SUV,Japan,JC - Medium,fast_charging_power_kw_dc,35.0,35.0,True,other
Lexus,UX 300e,Lithium-ion,CCS,FWD,SUV,Japan,JC - Medium,towing_capacity_kg,750.0,750.0,True,other
Lexus,UX 300e,Lithium-ion,CCS,FWD,SUV,Japan,JC - Medium,cargo_volume_l,316.0,316.0,True,dimension
Lexus,UX 300e,Lithium-ion,CCS,FWD,SUV,Japan,JC - Medium,seats,5.0,5.0,True,other
Lexus,UX 300e,Lithium-ion,CCS,FWD,SUV,Japan,JC - Medium,length_mm,4495.0,4495.0,True,dimension
Lexus,UX 300e,Lithium-ion,CCS,FWD,SUV,Japan,JC - Medium,width_mm,1840.0,1840.0,True,dimension
Lexus,UX 300e,Lithium-ion,CCS,FWD,SUV,Japan,JC - Medium,height_mm,1545.0,1545.0,True,dimension
Lexus,UX 300e,Lithium-ion,CCS,FWD,SUV,Japan,JC - Medium,torque_nm_mapped,221.2686,221.2686,True,other
Lexus,UX 300e,Lithium-ion,CCS,FWD,SUV,Japan,JC - Medium,power_to_weight_ratio,0.1166666666666666,0.1166666666666666,True,performance
Lexus,UX 300e,Lithium-ion,CCS,FWD,SUV,Japan,JC - Medium,efficiency,1.5,1.5,True,other
Lotus,Eletre,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,top_speed_kmh,250.0,250.0,True,performance
Lotus,Eletre,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,battery_capacity_kWh,109.0,109.0,True,other
Lotus,Eletre,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,number_of_cells,216.0,216.0,True,other
Lotus,Eletre,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,torque_nm,710.0,710.0,True,performance
Lotus,Eletre,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,efficiency_wh_per_km,204.0,204.0,True,other
Lotus,Eletre,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,range_km,495.0,495.0,True,performance
Lotus,Eletre,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,acceleration_0_100_s,4.5,4.5,True,performance
Lotus,Eletre,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,fast_charging_power_kw_dc,259.0,259.0,True,other
Lotus,Eletre,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,towing_capacity_kg,2250.0,2250.0,True,other
Lotus,Eletre,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,cargo_volume_l,611.0,611.0,True,dimension
Lotus,Eletre,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,seats,5.0,5.0,True,other
Lotus,Eletre,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,length_mm,5103.0,5103.0,True,dimension
Lotus,Eletre,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,width_mm,2019.0,2019.0,True,dimension
Lotus,Eletre,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,height_mm,1630.0,1630.0,True,dimension
Lotus,Eletre,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,torque_nm_mapped,523.66902,523.66902,True,other
Lotus,Eletre,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,power_to_weight_ratio,0.3647887323943662,0.3647887323943662,True,performance
Lotus,Eletre,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,efficiency,1.981651376146789,1.981651376146789,True,other
Lotus,Eletre R,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,top_speed_kmh,260.0,260.0,True,performance
Lotus,Eletre R,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,battery_capacity_kWh,109.0,109.0,True,other
Lotus,Eletre R,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,number_of_cells,216.0,216.0,True,other
Lotus,Eletre R,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,torque_nm,985.0,985.0,True,performance
Lotus,Eletre R,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,efficiency_wh_per_km,266.0,266.0,True,other
Lotus,Eletre R,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,range_km,455.0,455.0,True,performance
Lotus,Eletre R,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,acceleration_0_100_s,2.9,2.9,True,performance
Lotus,Eletre R,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,fast_charging_power_kw_dc,259.0,259.0,True,other
Lotus,Eletre R,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,towing_capacity_kg,2250.0,2250.0,True,other
Lotus,Eletre R,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,cargo_volume_l,611.0,611.0,True,dimension
Lotus,Eletre R,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,seats,5.0,5.0,True,other
Lotus,Eletre R,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,length_mm,5103.0,5103.0,True,dimension
Lotus,Eletre R,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,width_mm,2019.0,2019.0,True,dimension
Lotus,Eletre R,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,height_mm,1636.0,1636.0,True,dimension
Lotus,Eletre R,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,torque_nm_mapped,726.4985700000001,726.4985700000001,True,other
Lotus,Eletre R,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,power_to_weight_ratio,0.2629441624365482,0.2629441624365482,True,performance
Lotus,Eletre R,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,efficiency,1.981651376146789,1.981651376146789,True,other
Lotus,Eletre S,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,top_speed_kmh,250.0,250.0,True,performance
Lotus,Eletre S,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,battery_capacity_kWh,109.0,109.0,True,other
Lotus,Eletre S,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,number_of_cells,216.0,216.0,True,other
Lotus,Eletre S,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,torque_nm,710.0,710.0,True,performance
Lotus,Eletre S,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,efficiency_wh_per_km,222.0,222.0,True,other
Lotus,Eletre S,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,range_km,480.0,480.0,True,performance
Lotus,Eletre S,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,acceleration_0_100_s,4.5,4.5,True,performance
Lotus,Eletre S,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,fast_charging_power_kw_dc,259.0,259.0,True,other
Lotus,Eletre S,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,towing_capacity_kg,2250.0,2250.0,True,other
Lotus,Eletre S,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,cargo_volume_l,611.0,611.0,True,dimension
Lotus,Eletre S,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,seats,5.0,5.0,True,other
Lotus,Eletre S,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,length_mm,5103.0,5103.0,True,dimension
Lotus,Eletre S,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,width_mm,2019.0,2019.0,True,dimension
Lotus,Eletre S,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,height_mm,1630.0,1630.0,True,dimension
Lotus,Eletre S,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,torque_nm_mapped,523.66902,523.66902,True,other
Lotus,Eletre S,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,power_to_weight_ratio,0.3647887323943662,0.3647887323943662,True,performance
Lotus,Eletre S,Lithium-ion,CCS,AWD,SUV,UK,JF - Luxury,efficiency,1.981651376146789,1.981651376146789,True,other
Lotus,Emeya,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,top_speed_kmh,250.0,250.0,True,performance
Lotus,Emeya,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,battery_capacity_kWh,98.9,98.9,True,other
Lotus,Emeya,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,number_of_cells,216.0,216.0,True,other
Lotus,Emeya,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,torque_nm,710.0,710.0,True,performance
Lotus,Emeya,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,efficiency_wh_per_km,198.0,198.0,True,other
Lotus,Emeya,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,range_km,520.0,520.0,True,performance
Lotus,Emeya,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,acceleration_0_100_s,4.2,4.2,True,performance
Lotus,Emeya,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,fast_charging_power_kw_dc,240.0,240.0,True,other
Lotus,Emeya,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,towing_capacity_kg,2250.0,2250.0,True,other
Lotus,Emeya,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,cargo_volume_l,509.0,509.0,True,dimension
Lotus,Emeya,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,seats,5.0,5.0,True,other
Lotus,Emeya,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,length_mm,5139.0,5139.0,True,dimension
Lotus,Emeya,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,width_mm,2005.0,2005.0,True,dimension
Lotus,Emeya,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,height_mm,1464.0,1464.0,True,dimension
Lotus,Emeya,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,torque_nm_mapped,523.66902,523.66902,True,other
Lotus,Emeya,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,power_to_weight_ratio,0.3380281690140845,0.3380281690140845,True,performance
Lotus,Emeya,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,efficiency,2.1840242669362997,2.1840242669362997,True,other
Lotus,Emeya R,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,top_speed_kmh,256.0,256.0,True,performance
Lotus,Emeya R,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,battery_capacity_kWh,98.9,98.9,True,other
Lotus,Emeya R,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,number_of_cells,216.0,216.0,True,other
Lotus,Emeya R,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,torque_nm,985.0,985.0,True,performance
Lotus,Emeya R,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,efficiency_wh_per_km,227.0,227.0,True,other
Lotus,Emeya R,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,range_km,465.0,465.0,True,performance
Lotus,Emeya R,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,acceleration_0_100_s,2.8,2.8,True,performance
Lotus,Emeya R,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,fast_charging_power_kw_dc,240.0,240.0,True,other
Lotus,Emeya R,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,towing_capacity_kg,1225.0,1225.0,True,other
Lotus,Emeya R,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,cargo_volume_l,509.0,509.0,True,dimension
Lotus,Emeya R,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,seats,5.0,5.0,True,other
Lotus,Emeya R,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,length_mm,5139.0,5139.0,True,dimension
Lotus,Emeya R,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,width_mm,2005.0,2005.0,True,dimension
Lotus,Emeya R,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,height_mm,1464.0,1464.0,True,dimension
Lotus,Emeya R,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,torque_nm_mapped,726.4985700000001,726.4985700000001,True,other
Lotus,Emeya R,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,power_to_weight_ratio,0.2436548223350254,0.2436548223350254,True,performance
Lotus,Emeya R,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,efficiency,2.1840242669362997,2.1840242669362997,True,other
Lotus,Emeya S,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,top_speed_kmh,250.0,250.0,True,performance
Lotus,Emeya S,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,battery_capacity_kWh,98.9,98.9,True,other
Lotus,Emeya S,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,number_of_cells,216.0,216.0,True,other
Lotus,Emeya S,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,torque_nm,710.0,710.0,True,performance
Lotus,Emeya S,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,efficiency_wh_per_km,198.0,198.0,True,other
Lotus,Emeya S,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,range_km,520.0,520.0,True,performance
Lotus,Emeya S,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,acceleration_0_100_s,4.2,4.2,True,performance
Lotus,Emeya S,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,fast_charging_power_kw_dc,240.0,240.0,True,other
Lotus,Emeya S,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,towing_capacity_kg,2250.0,2250.0,True,other
Lotus,Emeya S,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,cargo_volume_l,509.0,509.0,True,dimension
Lotus,Emeya S,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,seats,5.0,5.0,True,other
Lotus,Emeya S,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,length_mm,5139.0,5139.0,True,dimension
Lotus,Emeya S,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,width_mm,2005.0,2005.0,True,dimension
Lotus,Emeya S,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,height_mm,1464.0,1464.0,True,dimension
Lotus,Emeya S,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,torque_nm_mapped,523.66902,523.66902,True,other
Lotus,Emeya S,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,power_to_weight_ratio,0.3380281690140845,0.3380281690140845,True,performance
Lotus,Emeya S,Lithium-ion,CCS,AWD,Liftback Sedan,UK,F - Luxury,efficiency,2.1840242669362997,2.1840242669362997,True,other
Lucid,Air Grand Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,top_speed_kmh,270.0,270.0,True,performance
Lucid,Air Grand Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,battery_capacity_kWh,112.0,112.0,True,other
Lucid,Air Grand Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,number_of_cells,6600.0,6600.0,True,other
Lucid,Air Grand Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,torque_nm,1200.0,1200.0,True,performance
Lucid,Air Grand Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,efficiency_wh_per_km,143.0,143.0,True,other
Lucid,Air Grand Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,range_km,665.0,665.0,True,performance
Lucid,Air Grand Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,acceleration_0_100_s,3.0,3.0,True,performance
Lucid,Air Grand Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,fast_charging_power_kw_dc,184.0,184.0,True,other
Lucid,Air Grand Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,towing_capacity_kg,1500.0,1500.0,True,other
Lucid,Air Grand Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,cargo_volume_l,456.0,456.0,True,dimension
Lucid,Air Grand Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,seats,5.0,5.0,True,other
Lucid,Air Grand Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,length_mm,4975.0,4975.0,True,dimension
Lucid,Air Grand Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,width_mm,1939.0,1939.0,True,dimension
Lucid,Air Grand Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,height_mm,1410.0,1410.0,True,dimension
Lucid,Air Grand Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,torque_nm_mapped,885.0744000000001,885.0744000000001,True,other
Lucid,Air Grand Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,power_to_weight_ratio,0.1533333333333333,0.1533333333333333,True,performance
Lucid,Air Grand Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,efficiency,58.92857142857143,58.92857142857143,True,other
Lucid,Air Pure RWD,Lithium-ion,CCS,RWD,Sedan,USA,F - Luxury,top_speed_kmh,200.0,200.0,True,performance
Lucid,Air Pure RWD,Lithium-ion,CCS,RWD,Sedan,USA,F - Luxury,battery_capacity_kWh,92.0,92.0,True,other
Lucid,Air Pure RWD,Lithium-ion,CCS,RWD,Sedan,USA,F - Luxury,number_of_cells,5400.0,5400.0,True,other
Lucid,Air Pure RWD,Lithium-ion,CCS,RWD,Sedan,USA,F - Luxury,torque_nm,498.0127388535032,498.0127388535032,True,performance
Lucid,Air Pure RWD,Lithium-ion,CCS,RWD,Sedan,USA,F - Luxury,efficiency_wh_per_km,130.0,130.0,True,other
Lucid,Air Pure RWD,Lithium-ion,CCS,RWD,Sedan,USA,F - Luxury,range_km,565.0,565.0,True,performance
Lucid,Air Pure RWD,Lithium-ion,CCS,RWD,Sedan,USA,F - Luxury,acceleration_0_100_s,4.7,4.7,True,performance
Lucid,Air Pure RWD,Lithium-ion,CCS,RWD,Sedan,USA,F - Luxury,fast_charging_power_kw_dc,160.0,160.0,True,other
Lucid,Air Pure RWD,Lithium-ion,CCS,RWD,Sedan,USA,F - Luxury,towing_capacity_kg,1500.0,1500.0,True,other
Lucid,Air Pure RWD,Lithium-ion,CCS,RWD,Sedan,USA,F - Luxury,cargo_volume_l,456.0,456.0,True,dimension
Lucid,Air Pure RWD,Lithium-ion,CCS,RWD,Sedan,USA,F - Luxury,seats,5.0,5.0,True,other
Lucid,Air Pure RWD,Lithium-ion,CCS,RWD,Sedan,USA,F - Luxury,length_mm,4975.0,4975.0,True,dimension
Lucid,Air Pure RWD,Lithium-ion,CCS,RWD,Sedan,USA,F - Luxury,width_mm,1939.0,1939.0,True,dimension
Lucid,Air Pure RWD,Lithium-ion,CCS,RWD,Sedan,USA,F - Luxury,height_mm,1410.0,1410.0,True,dimension
Lucid,Air Pure RWD,Lithium-ion,CCS,RWD,Sedan,USA,F - Luxury,torque_nm_mapped,367.3152716942676,367.3152716942676,True,other
Lucid,Air Pure RWD,Lithium-ion,CCS,RWD,Sedan,USA,F - Luxury,power_to_weight_ratio,0.3212769222898654,0.3212769222898654,True,performance
Lucid,Air Pure RWD,Lithium-ion,CCS,RWD,Sedan,USA,F - Luxury,efficiency,58.69565217391305,58.69565217391305,True,other
Lucid,Air Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,top_speed_kmh,250.0,250.0,True,performance
Lucid,Air Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,battery_capacity_kWh,92.0,92.0,True,other
Lucid,Air Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,number_of_cells,5400.0,5400.0,True,other
Lucid,Air Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,torque_nm,498.0127388535032,498.0127388535032,True,performance
Lucid,Air Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,efficiency_wh_per_km,142.0,142.0,True,other
Lucid,Air Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,range_km,580.0,580.0,True,performance
Lucid,Air Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,acceleration_0_100_s,3.2,3.2,True,performance
Lucid,Air Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,fast_charging_power_kw_dc,160.0,160.0,True,other
Lucid,Air Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,towing_capacity_kg,1500.0,1500.0,True,other
Lucid,Air Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,cargo_volume_l,456.0,456.0,True,dimension
Lucid,Air Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,seats,5.0,5.0,True,other
Lucid,Air Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,length_mm,4975.0,4975.0,True,dimension
Lucid,Air Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,width_mm,1939.0,1939.0,True,dimension
Lucid,Air Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,height_mm,1410.0,1410.0,True,dimension
Lucid,Air Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,torque_nm_mapped,367.3152716942676,367.3152716942676,True,other
Lucid,Air Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,power_to_weight_ratio,0.3212769222898654,0.3212769222898654,True,performance
Lucid,Air Touring,Lithium-ion,CCS,AWD,Sedan,USA,F - Luxury,efficiency,58.69565217391305,58.69565217391305,True,other
Lynk&Co,02,Lithium-ion,CCS,RWD,SUV,China,JC - Medium,top_speed_kmh,180.0,180.0,True,performance
Lynk&Co,02,Lithium-ion,CCS,RWD,SUV,China,JC - Medium,battery_capacity_kWh,65.0,65.0,True,other
Lynk&Co,02,Lithium-ion,CCS,RWD,SUV,China,JC - Medium,number_of_cells,216.0,216.0,True,other
Lynk&Co,02,Lithium-ion,CCS,RWD,SUV,China,JC - Medium,torque_nm,343.0,343.0,True,performance
Lynk&Co,02,Lithium-ion,CCS,RWD,SUV,China,JC - Medium,efficiency_wh_per_km,149.0,149.0,True,other
Lynk&Co,02,Lithium-ion,CCS,RWD,SUV,China,JC - Medium,range_km,370.0,370.0,True,performance
Lynk&Co,02,Lithium-ion,CCS,RWD,SUV,China,JC - Medium,acceleration_0_100_s,5.5,5.5,True,performance
Lynk&Co,02,Lithium-ion,CCS,RWD,SUV,China,JC - Medium,fast_charging_power_kw_dc,90.0,90.0,True,other
Lynk&Co,02,Lithium-ion,CCS,RWD,SUV,China,JC - Medium,towing_capacity_kg,1600.0,1600.0,True,other
Lynk&Co,02,Lithium-ion,CCS,RWD,SUV,China,JC - Medium,cargo_volume_l,410.0,410.0,True,dimension
Lynk&Co,02,Lithium-ion,CCS,RWD,SUV,China,JC - Medium,seats,5.0,5.0,True,other
Lynk&Co,02,Lithium-ion,CCS,RWD,SUV,China,JC - Medium,length_mm,4460.0,4460.0,True,dimension
Lynk&Co,02,Lithium-ion,CCS,RWD,SUV,China,JC - Medium,width_mm,1845.0,1845.0,True,dimension
Lynk&Co,02,Lithium-ion,CCS,RWD,SUV,China,JC - Medium,height_mm,1573.0,1573.0,True,dimension
Lynk&Co,02,Lithium-ion,CCS,RWD,SUV,China,JC - Medium,torque_nm_mapped,252.98376600000003,252.98376600000003,True,other
Lynk&Co,02,Lithium-ion,CCS,RWD,SUV,China,JC - Medium,power_to_weight_ratio,0.2623906705539358,0.2623906705539358,True,performance
Lynk&Co,02,Lithium-ion,CCS,RWD,SUV,China,JC - Medium,efficiency,3.3230769230769237,3.3230769230769237,True,other
MG,4 Electric 51 kWh,Lithium-ion,CCS,RWD,Hatchback,UK,C - Medium,top_speed_kmh,160.0,160.0,True,performance
MG,4 Electric 51 kWh,Lithium-ion,CCS,RWD,Hatchback,UK,C - Medium,battery_capacity_kWh,50.8,50.8,True,other
MG,4 Electric 51 kWh,Lithium-ion,CCS,RWD,Hatchback,UK,C - Medium,number_of_cells,104.0,104.0,True,other
MG,4 Electric 51 kWh,Lithium-ion,CCS,RWD,Hatchback,UK,C - Medium,torque_nm,250.0,250.0,True,performance
MG,4 Electric 51 kWh,Lithium-ion,CCS,RWD,Hatchback,UK,C - Medium,efficiency_wh_per_km,145.0,145.0,True,other
MG,4 Electric 51 kWh,Lithium-ion,CCS,RWD,Hatchback,UK,C - Medium,range_km,300.0,300.0,True,performance
MG,4 Electric 51 kWh,Lithium-ion,CCS,RWD,Hatchback,UK,C - Medium,acceleration_0_100_s,7.7,7.7,True,performance
MG,4 Electric 51 kWh,Lithium-ion,CCS,RWD,Hatchback,UK,C - Medium,fast_charging_power_kw_dc,68.0,68.0,True,other
MG,4 Electric 51 kWh,Lithium-ion,CCS,RWD,Hatchback,UK,C - Medium,towing_capacity_kg,500.0,500.0,True,other
MG,4 Electric 51 kWh,Lithium-ion,CCS,RWD,Hatchback,UK,C - Medium,cargo_volume_l,363.0,363.0,True,dimension
MG,4 Electric 51 kWh,Lithium-ion,CCS,RWD,Hatchback,UK,C - Medium,seats,5.0,5.0,True,other
MG,4 Electric 51 kWh,Lithium-ion,CCS,RWD,Hatchback,UK,C - Medium,length_mm,4287.0,4287.0,True,dimension
MG,4 Electric 51 kWh,Lithium-ion,CCS,RWD,Hatchback,UK,C - Medium,width_mm,1836.0,1836.0,True,dimension
MG,4 Electric 51 kWh,Lithium-ion,CCS,RWD,Hatchback,UK,C - Medium,height_mm,1504.0,1504.0,True,dimension
MG,4 Electric 51 kWh,Lithium-ion,CCS,RWD,Hatchback,UK,C - Medium,torque_nm_mapped,184.3905,184.3905,True,other
MG,4 Electric 51 kWh,Lithium-ion,CCS,RWD,Hatchback,UK,C - Medium,power_to_weight_ratio,0.272,0.272,True,performance
MG,4 Electric 51 kWh,Lithium-ion,CCS,RWD,Hatchback,UK,C - Medium,efficiency,2.047244094488189,2.047244094488189,True,other
MG,4 Electric 64 kWh,Lithium-ion,CCS,RWD,Hatchback,UK,C - Medium,top_speed_kmh,160.0,160.0,True,performance
MG,4 Electric 64 kWh,Lithium-ion,CCS,RWD,Hatchback,UK,C - Medium,battery_capacity_kWh,61.7,61.7,True,other
MG,4 Electric 64 kWh,Lithium-ion,CCS,RWD,Hatchback,UK,C - Medium,number_of_cells,104.0,104.0,True,other
MG,4 Electric 64 kWh,Lithium-ion,CCS,RWD,Hatchback,UK,C - Medium,torque_nm,250.0,250.0,True,performance
MG,4 Electric 64 kWh,Lithium-ion,CCS,RWD,Hatchback,UK,C - Medium,efficiency_wh_per_km,142.0,142.0,True,other
MG,4 Electric 64 kWh,Lithium-ion,CCS,RWD,Hatchback,UK,C - Medium,range_km,360.0,360.0,True,performance
MG,4 Electric 64 kWh,Lithium-ion,CCS,RWD,Hatchback,UK,C - Medium,acceleration_0_100_s,7.9,7.9,True,performance
MG,4 Electric 64 kWh,Lithium-ion,CCS,RWD,Hatchback,UK,C - Medium,fast_charging_power_kw_dc,116.0,116.0,True,other
MG,4 Electric 64 kWh,Lithium-ion,CCS,RWD,Hatchback,UK,C - Medium,towing_capacity_kg,500.0,500.0,True,other
MG,4 Electric 64 kWh,Lithium-ion,CCS,RWD,Hatchback,UK,C - Medium,cargo_volume_l,363.0,363.0,True,dimension
MG,4 Electric 64 kWh,Lithium-ion,CCS,RWD,Hatchback,UK,C - Medium,seats,5.0,5.0,True,other
